Petition ID,Month,Date,Year,Priority,Filing Party,Ground (landlord): Capital Improvement,Ground (landlord): Comparable Rents,Ground (landlord): Extension of Time for Capital Improvements,Ground (landlord): Intent to Withdraw (Ellis),Ground (landlord): Other,Ground (landlord): Operating & Maintenance,Ground (landlord): Substantial Rehabilitation,Ground (landlord):  Costa-Hawkins,Ground (landlord):  Exemption,Ground (landlord): Rules and Regulations Section 1.21,Ground (landlord): Rules and Regulations Section 6.14,Ground (landlord): Rules and Regulations Section 6.15,Ground (landlord): SRO Hotel Vistor Policy Petition,Ground (landlord): Utility Passthrough Petition,Ground (landlord): Owner Move-In Disability Determination,Ground (landlord): Utility Passthrough Worksheet,Ground (landlord): Non-Comparable Rents,Ground (tenant): Decrease in Housing Services,Ground (tenant): Failure to Repair and Maintain,Ground (tenant): Passthrough Challenge,Ground (tenant): Summary Petition,Ground (tenant): Unlawful Rent Increase,Ground (tenant): Wrongful Eviction Report,Ground (tenant): Section 8 tenancy,Ground (tenant): SRO Hotel Vistor Policy Petition,Ground (tenant): Rules and Regulations Section 6.15,Ground (tenant): Other,Ground (tenant): Utility Passhtrough Hardship,Ground (tenant): Water Revenue Bond Passthrough Hardship,Ground (tenant): Capital Improvement Passthrough Hardship Petition,Ground (tenant): Wrongful Severance of Housing Service,Ground: Alternative Dispute Resolution,Address,Petition Source Zipcode,Supervisor District,Neighborhoods - Analysis Boundaries,Location0,Location1
T030423,3,26,2003,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,200 Block Of Greenwich Street,94133,3,North Beach,-122.404188484864,37.8029185591007
T091070,7,29,2009,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,0 Block Of Chumasero Drive,94132,7,Lakeshore,-122.472875861103,37.7133177847632
T051149,9,23,2005,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1300 Block Of Washington Street,94109,3,Nob Hill,-122.415434713368,37.7939455891003
T060094,1,19,2006,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,100 Block Of Garces Drive,94132,7,Lakeshore,-122.478943773295,37.7151948457584
T2K1380,6,30,2000,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,2600 Block Of Leavenworth Street,94133,2,Russian Hill,-122.418556087107,37.8054739409005
T060948,6,26,2006,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1000 Block Of Post Street,94109,3,Nob Hill,-122.419110402158,37.7869869759604
T992106,10,20,1999,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,1800 Block Of Powell Street,94133,3,North Beach,-122.411178942271,37.8016267244201
T151474,6,29,2015,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,2100 Block Of Geary Boulevard,94115,5,Western Addition,-122.43860138719,37.7833579686015
T111271,10,5,2011,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,200 Block Of Lincoln Way,94122,5,Inner Sunset,-122.460552723843,37.7660877746715
T011501,8,28,2001,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,true,false,false,true,false,false,false,false,false,false,false,false,false,false,300 Block Of 27th Avenue,94121,1,Outer Richmond,-122.487154348068,37.7828514399714
T041408,12,2,2004,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,900 Block Of Folsom Street,94107,6,South of Market,-122.403860418616,37.7798137205828
T152106,9,25,2015,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,700 Block Of Newhall Street,94124,10,Bayview Hunters Point,-122.388497567024,37.7397012675325
T030595,5,7,2003,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,700 Block Of Florida Street,94110,9,Mission,-122.410828665841,37.7597715127485
T020162,1,31,2002,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,2700 Block Of Mission Street,94110,9,Mission,-122.418450618044,37.753042070898
T2K0937,4,26,2000,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,true,false,false,true,false,false,false,false,false,false,false,false,false,false,300 Block Of Hugo Street,94122,5,Inner Sunset,-122.46155567136,37.7651307093483
T140888,5,5,2014,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,600 Block Of Castro Street,94114,8,Castro/Upper Market,-122.434844610371,37.7584836231287
T060120,1,26,2006,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,700 Block Of Taylor Street,94108,3,Nob Hill,-122.411912440171,37.7892825035098
T061389,9,19,2006,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1500 Block Of Larkin Street,94109,3,Nob Hill,-122.419243422295,37.7921572633571
T081544,9,30,2008,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1200 Block Of Fell Street,94117,5,Hayes Valley,-122.438454791295,37.7740086034774
T2K1791,8,21,2000,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1300 Block Of 25th Avenue,94122,4,Sunset/Parkside,-122.483557408131,37.7623449037427
T152603,12,8,2015,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,700 Block Of Clayton Street,94117,5,Haight Ashbury,-122.448269733897,37.7679269320222
T152541,11,30,2015,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,500 Block Of Capp Street,94110,9,Mission,-122.417957287118,37.7578954431743
T120963,6,15,2012,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,700 Block Of Sacramento Street,94108,3,Chinatown,-122.405381995923,37.7935266823872
T011034,5,31,2001,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,700 Block Of Santiago Street,94122,7,West of Twin Peaks,-122.475267384206,37.7449962176997
T150350,2,24,2015,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1300 Block Of Gough Street,94109,5,Japantown,-122.424841095041,37.7857569610405
T111328,10,13,2011,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1800 Block Of Pacific Avenue,94109,2,Pacific Heights,-122.425703947459,37.794556652945
T111277,10,6,2011,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,900 Block Of Valencia Street,94110,8,Mission,-122.421224687513,37.7572975615035
T071817,11,28,2007,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1400 Block Of Alabama Street,94110,9,Mission,-122.410671010423,37.7488994134236
T050023,1,5,2005,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,2600 Block Of Franklin Street,94123,2,Marina,-122.425787869735,37.7988009216088
T091112,8,6,2009,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1200 Block Of 17th Avenue,94122,4,Inner Sunset,-122.475120957182,37.7645970342042
T071611,10,24,2007,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,2400 Block Of Divisadero Street,94115,2,Pacific Heights,-122.441312061502,37.7920620242071
T060464,4,3,2006,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1500 Block Of Larkin Street,94109,3,Nob Hill,-122.419243422295,37.7921572633571
T121507,9,26,2012,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,300 Block Of Vienna Street,94112,11,Excelsior,-122.428602345782,37.7227804108664
T011226,7,3,2001,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,300 Block Of Cumberland Street,94114,8,Castro/Upper Market,-122.431302713801,37.7587533221397
T051238,10,7,2005,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,3500 Block Of 21st Street,94114,8,Noe Valley,-122.426194468206,37.7565412284691
T041116,9,9,2004,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1800 Block Of 47th Avenue,94122,4,Sunset/Parkside,-122.506481006583,37.751981346996
T011660,9,26,2001,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,3000 Block Of Turk Street,94118,,,,
T2K0995,5,8,2000,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,100 Block Of Augusta Street,94124,10,Bayview Hunters Point,-122.404056204947,37.7343169384754
T110151,2,7,2011,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,400 Block Of Hayes Street,94102,5,Hayes Valley,-122.423734940751,37.7767313126041
T151162,6,4,2015,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,800 Block Of Grove Street,94117,5,Hayes Valley,-122.430546625068,37.7769220846373
T021199,7,31,2002,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,400 Block Of Bartlett Street,,9,Mission,-122.419392137532,37.7497690332465
T021957,12,30,2002,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1400 Block Of Kansas Street,94107,10,Potrero Hill,-122.402180137207,37.7512748566943
T2K0275,2,8,2000,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1700 Block Of Armstrong Avenue,94124,10,Bayview Hunters Point,-122.394945193259,37.7278276301886
T030687,5,28,2003,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,200 Block Of Faxon Avenue,94112,11,Oceanview/Merced/Ingleside,-122.460144284808,37.7191260341886
T081700,10,28,2008,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,0 Block Of Farallones Street,94112,11,Oceanview/Merced/Ingleside,-122.454118358632,37.7141452032745
T151444,6,29,2015,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1400 Block Of Divisadero Street,94115,5,Western Addition,-122.439273399555,37.782897250807
T081014,7,1,2008,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,true,true,false,false,true,false,false,false,false,false,false,false,false,false,false,700 Block Of 7th Avenue,94118,1,Inner Richmond,-122.464807790058,37.7744079428948
T130371,3,8,2013,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,3200 Block Of Clay Street,94115,2,Presidio Heights,-122.446442054795,37.7891056703782
T070926,6,27,2007,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,2200 Block Of Mission Street,94110,9,Mission,-122.419213668324,37.761039768462
T120471,3,23,2012,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,300 Block Of Wilde Avenue,94134,10,Visitacion Valley,-122.403664398767,37.7167969475402
T2K0047,1,13,2000,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,500 Block Of Minna Street,94102,6,South of Market,-122.408673539894,37.7800574379024
T131892,11,25,2013,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,300 Block Of Turk Street,94102,6,Tenderloin,-122.414862827874,37.7826355122089
T120964,6,15,2012,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,700 Block Of Sacramento Street,94108,3,Chinatown,-122.405381995923,37.7935266823872
T080772,5,22,2008,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,5100 Block Of 3rd Street,94124,10,Bayview Hunters Point,-122.39153104299,37.732008411064
T030571,5,1,2003,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,300 Block Of Bacon Street,94134,9,Portola,-122.406054212784,37.7269344243066
T121378,9,5,2012,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1200 Block Of 29th Avenue,94122,4,Sunset/Parkside,-122.487972157474,37.7640273027536
T120412,3,13,2012,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1000 Block Of Broadway Street,94133,,,,
T121959,12,10,2012,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,100 Block Of Justin Drive,94112,9,Bernal Heights,-122.422200676449,37.7335003537002
T131711,10,30,2013,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1000 Block Of Market Street,94103,6,South of Market,-122.411318055944,37.7812876875414
T2K0326,2,11,2000,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1700 Block Of Yosemite Avenue,94124,10,Bayview Hunters Point,-122.394523611263,37.728410280577
T090523,3,31,2009,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1100 Block Of Mason Street,94108,3,Nob Hill,-122.411249429288,37.7943016040102
T151210,6,8,2015,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1000 Block Of Pine Street,94109,3,Nob Hill,-122.413101980863,37.7906221866345
T150604,3,31,2015,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,2400 Block Of California Street,94115,2,Pacific Heights,-122.43467356431,37.7888558490736
T030350,3,12,2003,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,3000 Block Of Mission Street,94110,9,Mission,-122.418024677549,37.7485954396366
T121259,8,10,2012,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,3700 Block Of 20th Street,94110,8,Mission,-122.424632923868,37.7583504634414
T060406,3,21,2006,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,0 Block Of Tracy Place,94133,,,,
T011541,8,29,2001,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,700 Block Of Brunswick Street,94112,11,Excelsior,-122.448787587982,37.7087500762207
T011230,7,9,2001,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,400 Block Of 12th Avenue,94118,1,Inner Richmond,-122.470573109145,37.779765356572
T152183,10,1,2015,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,300 Block Of Leland Avenue,94134,10,Visitacion Valley,-122.411366670859,37.7135747750292
T030577,5,2,2003,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,400 Block Of Warren Drive,94131,7,Inner Sunset,-122.462011746779,37.7579763885838
T111417,10,31,2011,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,3000 Block Of Steiner Street,94123,2,Marina,-122.437300279613,37.7973366978125
T030080,1,23,2003,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,400 Block Of Davis Court,94111,3,Financial District/South Beach,-122.398186155705,37.7967073397232
T150237,2,4,2015,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1400 Block Of Lyon Street,94115,5,Presidio Heights,-122.444668867039,37.7841604473614
T090730,5,11,2009,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,200 Block Of West Portal Avenue,94127,7,West of Twin Peaks,-122.468107626117,37.7389083965534
T030903,7,18,2003,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,2400 Block Of 15th Street,94114,8,Castro/Upper Market,-122.437786951304,37.766130139622
T080875,6,16,2008,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1100 Block Of Washington Street,94108,3,Nob Hill,-122.412176784723,37.7943693725464
T992018,10,1,1999,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,true,true,false,false,true,false,false,false,false,false,false,false,false,false,false,400 Block Of 31st Avenue,94121,1,Outer Richmond,-122.491163848199,37.7807636981982
T152566,11,30,2015,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,2000 Block Of Mission Street,94110,9,Mission,-122.419659842202,37.7642361186929
T081167,7,30,2008,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,200 Block Of Laurel Street,94118,2,Presidio Heights,-122.45049939371,37.7890909657635
T090704,5,1,2009,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,0 Block Of Concord Street,94112,11,Excelsior,-122.442776900042,37.7127750170024
T130620,4,25,2013,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1700 Block Of Golden Gate Avenue,94115,5,Western Addition,-122.439371786461,37.7785635624912
T991401,7,9,1999,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,2600 Block Of Sacramento Street,94115,2,Pacific Heights,-122.436485055904,37.78947120183
T141808,9,22,2014,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,3600 Block Of 16th Street,94114,8,Castro/Upper Market,-122.434199642664,37.7642250106821
T010575,3,23,2001,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1200 Block Of Page Street,94117,5,Haight Ashbury,-122.441377954803,37.7717293100204
T021559,10,3,2002,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,3000 Block Of Fulton Street,94118,1,Inner Richmond,-122.464291403074,37.7736106374851
T141307,7,17,2014,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,400 Block Of Balboa Street,94118,1,Inner Richmond,-122.463471792519,37.777203918181
T090008,1,5,2009,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,300 Block Of Chester Avenue,94132,7,Oceanview/Merced/Ingleside,-122.470335983,37.7092876409424
T150697,4,15,2015,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,3400 Block Of Alemany Boulevard,94132,7,Oceanview/Merced/Ingleside,-122.463037208322,37.7111805032376
T120987,6,22,2012,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1200 Block Of Bush Street,94109,3,Nob Hill,-122.417846924988,37.7890641810517
T141232,7,3,2014,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1400 Block Of Quint Street,94124,10,Bayview Hunters Point,-122.396317402146,37.7372800733206
T030396,3,19,2003,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,900 Block Of Filbert Street,94133,3,Russian Hill,-122.414600503133,37.8007755481204
T041230,10,12,2004,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1000 Block Of Bush Street,94109,3,Nob Hill,-122.414561132601,37.7894788171083
T151363,6,17,2015,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,300 Block Of Otsego Avenue,94112,11,Outer Mission,-122.441302481976,37.723058086493
T2K2597,12,4,2000,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1800 Block Of Bayshore Boulevard,94124,10,Bayview Hunters Point,-122.39860877865,37.7182849051366
T090334,2,27,2009,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,500 Block Of Natoma Street,94103,6,South of Market,-122.408298619567,37.7797671150944
T060635,5,8,2006,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,0 Block Of Cabrillo Street,94118,1,Inner Richmond,-122.459021682379,37.7755376106007
T2K1352,6,28,2000,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,true,true,false,false,true,false,false,false,false,false,false,false,false,false,false,300 Block Of Columbus Avenue,94133,3,North Beach,-122.406829910137,37.7980497138428
T120959,6,14,2012,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1600 Block Of Newcomb Avenue,94112,10,Bayview Hunters Point,-122.390991751075,37.7359839995846
T081397,9,8,2008,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1400 Block Of Mcallister Street,94115,5,Western Addition,-122.435885319328,37.7781638388022
T021601,10,11,2002,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,300 Block Of Douglass Street,94114,8,Castro/Upper Market,-122.438984708238,37.7576394840162
T090909,6,25,2009,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,100 Block Of Arguello Boulevard,94118,2,Presidio Heights,-122.459198581384,37.7867721415122
T020773,5,8,2002,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,2600 Block Of Sutter Street,94115,5,Presidio Heights,-122.44399599794,37.7846676173448
T060382,3,15,2006,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,100 Block Of Lexington Street,94110,9,Mission,-122.420805121097,37.7609433606935
T011408,8,10,2001,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,900 Block Of Guerrero Street,94110,8,Mission,-122.423107153299,37.7555730415851
T050835,7,15,2005,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1800 Block Of California Street,94109,2,Pacific Heights,-122.424806457279,37.7901104155676
T2K0973,5,3,2000,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1000 Block Of Page Street,94117,5,Haight Ashbury,-122.438078046196,37.772151294973
T021588,10,8,2002,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,3400 Block Of Mission Street,94110,9,Bernal Heights,-122.42266504823,37.7414190433724
T131020,7,1,2013,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,3500 Block Of Santiago Street,94116,4,Sunset/Parkside,-122.505284356026,37.7435644416813
T142236,11,20,2014,No,tenant,false,false,false,false,false,false,false,false,false,false,false,false,,false,false,false,,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,1500 Block Of Clay Street,94109,3,Russian Hill,-122.418178975072,37.7928054654269
