name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
Live like a San Franciscan!,Downtown/Civic Center,37.7779462,-122.4217771,Entire home/apt,250,10,130,1/27/17,3.06,1,209
Single Bed with Shared Bath,Downtown/Civic Center,37.78528565,-122.4155614,Private room,70,2,1,3/12/17,1,6,279
Compact 1-Bedroom Unit in San Fran,Downtown/Civic Center,37.79014851,-122.4075296,Entire home/apt,201,1,3,9/17/15,0.09,5,365
Central Location - Cozy Studio,Downtown/Civic Center,37.78820116,-122.4146287,Entire home/apt,145,2,6,1/19/17,0.34,1,18
Weekend getaway,Downtown/Civic Center,37.7870188,-122.4198057,Entire home/apt,125,2,16,12/16/16,1.17,1,61
BUNKHOUSE QUEEN B11,Downtown/Civic Center,37.78626251,-122.408017,Entire home/apt,110,1,45,3/12/17,3.97,69,5
Outstanding Hotel/TS (Union Square),Downtown/Civic Center,37.78878139,-122.4114781,Entire home/apt,180,1,19,9/22/16,0.54,41,0
Lovely Union Sq. Timeshare/Hotel,Downtown/Civic Center,37.78838974,-122.4094458,Entire home/apt,179,2,44,1/24/17,1.25,41,0
BUNKHOUSE ECONOMY QUEEN HALL BATH B03,Downtown/Civic Center,37.78723981,-122.4093908,Entire home/apt,89,1,32,3/9/17,3.61,69,14
Updated Condo in Wyndham Canterbury *Union Square*,Downtown/Civic Center,37.78781957,-122.4137364,Entire home/apt,399,3,2,3/19/17,0.33,7,359
DONATELLO near Moscone and Union Sq,Downtown/Civic Center,37.7871598,-122.4098349,Private room,219,1,12,10/7/16,0.39,5,1
SF Entire Studio,Downtown/Civic Center,37.78483567,-122.419399,Entire home/apt,150,1,1,3/2/17,0.94,1,176
"Donatello, King Size Bed, near Moscone",Downtown/Civic Center,37.78721514,-122.4096927,Private room,219,1,1,10/7/16,0.17,5,0
BUNKHOUSE QUEEN A14,Downtown/Civic Center,37.78600527,-122.4082555,Private room,110,1,52,3/6/17,2.83,69,24
Chrming Studio 4 blocks to Union Sq,Downtown/Civic Center,37.78846602,-122.4164714,Entire home/apt,175,3,19,3/26/17,0.52,1,361
3 BD Pres in San Francisco,Downtown/Civic Center,37.78918567,-122.4135415,Entire home/apt,525,2,0,,,5,87
Studio Timeshare - San Francisco #1,Downtown/Civic Center,37.7900611,-122.4079039,Entire home/apt,137,1,42,1/11/17,0.82,5,365
Fantastic Hotel/TS (Union Square),Downtown/Civic Center,37.78800429,-122.4114577,Entire home/apt,180,1,9,9/24/16,0.25,41,0
Cozy Apartment in Civic Center,Downtown/Civic Center,37.78263111,-122.4166116,Entire home/apt,198,2,2,9/23/16,0.14,1,302
BUNKHOUSE QUEEN A11,Downtown/Civic Center,37.78680319,-122.4077514,Private room,110,1,46,3/12/17,2.5,69,23
"Private Shower/Shared Bathroom, Room#1 (2 Guests)",Downtown/Civic Center,37.78433547,-122.416043,Private room,100,1,12,3/26/17,4.14,25,354
Room with 2 single beds & shared bathroom in Hotel,Downtown/Civic Center,37.7860013,-122.4130507,Private room,70,1,0,,,8,68
Hayes Boutique Studio with Parking,Downtown/Civic Center,37.7773499,-122.4224388,Entire home/apt,185,2,62,3/25/17,1.14,1,244
"Startup Basecamp,org The First Startup Hotel (#3)",Downtown/Civic Center,37.78207905,-122.4217747,Shared room,69,1,7,3/17/17,0.53,4,365
BUNKHOUSE QUEEN B23,Downtown/Civic Center,37.78722317,-122.4081722,Private room,89,1,81,2/28/17,3.81,69,11
Super Bowl Special,Downtown/Civic Center,37.7880679,-122.4185859,Entire home/apt,500,3,0,,,1,0
Classic Nob Hill Studio,Downtown/Civic Center,37.78750047,-122.4136974,Entire home/apt,650,3,0,,,1,0
Wyndham Canterbury 1 Bedroom Deluxe (1),Downtown/Civic Center,37.7894649,-122.4129971,Entire home/apt,270,2,22,3/1/17,1.76,14,238
Modern Apt in Hayes Valley (2BR),Downtown/Civic Center,37.77456667,-122.4213,Entire home/apt,900,1,0,,,1,0
Studio at Donatello Hotel near Union Square (2),Downtown/Civic Center,37.7875227,-122.4095836,Entire home/apt,195,1,8,3/23/17,0.8,8,135
Residential hotel close to Union Square in DWTN SF,Downtown/Civic Center,37.78721493,-122.413163,Entire home/apt,100,7,1,3/4/17,1,5,84
Super Cozy Union Square Apartment,Downtown/Civic Center,37.7884672,-122.4138802,Entire home/apt,129,2,148,3/26/17,4.87,2,91
Bright and Spacious Apartment in the Centre,Downtown/Civic Center,37.78678225,-122.4202624,Entire home/apt,220,1,0,,,2,58
Ste 1408-1 Queen Bedrm & Living Rm,Downtown/Civic Center,37.78938021,-122.4081533,Private room,279,5,1,7/1/16,0.11,4,160
Ste 1502-1 Queen Bedrm & Living Rm,Downtown/Civic Center,37.78888883,-122.4090006,Private room,279,2,0,,,4,153
Four-Star Union Square Hotel,Downtown/Civic Center,37.79003758,-122.4092141,Entire home/apt,219,1,10,2/3/17,0.28,2,0
Downtown SF USq Hotel/TS Studio,Downtown/Civic Center,37.78845769,-122.4106211,Entire home/apt,190,2,8,9/22/16,0.41,41,0
Downtown San Francisco,Downtown/Civic Center,37.78170314,-122.4231243,Private room,125,1,0,,,1,0
Cute Studio Condo,Downtown/Civic Center,37.78639051,-122.4148032,Entire home/apt,100,1,0,,,1,0
Union Square Hotel/Timeshare Studio,Downtown/Civic Center,37.78758603,-122.4090527,Entire home/apt,169,2,54,2/17/17,1.25,41,3
Wyndham Canterbury at San Francisco,Downtown/Civic Center,37.78941509,-122.4115858,Entire home/apt,275,3,0,,,1,323
"Relaxing, warm place in the heart of San Francisco",Downtown/Civic Center,37.78579067,-122.4162689,Entire home/apt,135,5,0,,,1,0
Beautiful Private Room Downtown,Downtown/Civic Center,37.78746855,-122.4150482,Private room,75,2,0,,,2,365
Super Hotel/Timeshare Union Sq.,Downtown/Civic Center,37.78839085,-122.4093714,Entire home/apt,179,2,64,2/17/17,1.49,41,13
"Cute, sunny studio right downtown!",Downtown/Civic Center,37.78715483,-122.4119009,Entire home/apt,136,3,193,3/27/17,3.85,1,65
Newly Remodeled Loft Lower Nob Hill,Downtown/Civic Center,37.78845709,-122.4213429,Entire home/apt,665,3,1,4/20/14,0.03,2,265
DOWNTOWN APARTMENT,Downtown/Civic Center,37.78841412,-122.4145451,Entire home/apt,300,3,1,7/26/15,0.05,1,0
Wyndham Canterbury 1 Bedroom Deluxe (8),Downtown/Civic Center,37.78784823,-122.4130918,Entire home/apt,270,2,2,12/29/16,0.3,14,300
Nice Room,Downtown/Civic Center,37.77692593,-122.4181918,Private room,55,1,0,,,2,0
Cozy chic studio in SF city center,Downtown/Civic Center,37.78449752,-122.4180384,Entire home/apt,120,6,23,12/30/16,1.92,1,293
Studio Condo - 2 Blocks from Union Square,Downtown/Civic Center,37.78997892,-122.4074824,Entire home/apt,199,2,0,,,1,0
Downtown Studio,Downtown/Civic Center,37.78133099,-122.4119049,Entire home/apt,145,2,35,3/11/17,1.87,1,0
BUNKHOUSE ECONOMY QUEEN HALL BATH C03,Downtown/Civic Center,37.78537012,-122.407931,Private room,70,1,5,3/15/17,3.33,69,3
Dorm Bunk Private Bathroom F15,Downtown/Civic Center,37.78725353,-122.409164,Private room,75,1,0,,,20,79
Spacious Central and Modern Apt!,Downtown/Civic Center,37.78321788,-122.419635,Entire home/apt,129,3,65,3/29/17,4.27,1,61
Wyndham Canterbury 1 Bedroom Deluxe (7),Downtown/Civic Center,37.78841007,-122.4124538,Entire home/apt,270,2,10,3/9/17,1.51,14,291
Premium Central Union Square Suite,Downtown/Civic Center,37.78561729,-122.4074439,Entire home/apt,380,3,3,10/7/16,0.37,1,0
Your Own SF Apt - Walker's Dream!,Downtown/Civic Center,37.78834959,-122.4184844,Entire home/apt,140,3,27,2/1/17,2.15,1,209
Private Room Near Downtown SF (15),Downtown/Civic Center,37.7846841,-122.414812,Private room,59,1,109,4/1/17,3.98,7,362
double Deluxe with shared bath,Downtown/Civic Center,37.78544483,-122.4150521,Private room,95,2,0,,,6,245
Last Minute Super Bowl 50!,Downtown/Civic Center,37.78935037,-122.4134694,Entire home/apt,175,2,1,2/7/16,0.07,5,0
BUNKHOUSE QUEEN B22,Downtown/Civic Center,37.78729538,-122.4095765,Private room,89,1,46,3/16/17,1.92,69,31
BUNKHOUSE QUEEN B20,Downtown/Civic Center,37.78681039,-122.4092969,Private room,59,1,41,3/15/17,1.64,69,22
asdf,Downtown/Civic Center,37.77613449,-122.4214272,Shared room,9999,1,0,,,1,0
"NEW: Clean, Cute & Bright Studio!",Downtown/Civic Center,37.78664608,-122.4184259,Entire home/apt,91,22,0,,,1,0
Private Bedroom and Bath,Downtown/Civic Center,37.78303855,-122.4192965,Private room,140,1,0,,,1,0
Clean and Spacious Room on Polk,Downtown/Civic Center,37.78481926,-122.4195045,Private room,80,1,0,,,2,59
DORM ROOM AT BUNKHOUSE 1,Downtown/Civic Center,37.78747353,-122.4092647,Entire home/apt,78,1,19,3/18/17,2.97,69,45
"Beautiful studio, great location!",Downtown/Civic Center,37.78500244,-122.4190045,Entire home/apt,110,7,31,9/4/16,0.45,1,91
Location Location Location!,Downtown/Civic Center,37.77490505,-122.4207979,Shared room,200,1,0,,,1,0
BUNKHOUSE QUEEN B18,Downtown/Civic Center,37.78558426,-122.4094092,Private room,89,1,105,3/18/17,4.26,69,10
Bright downtown studio with queen bed,Downtown/Civic Center,37.7843285,-122.411078,Entire home/apt,119,1,28,3/17/17,3.19,1,32
"Private Room/Shared Bathrooms, Room#2 (2 Guests)",Downtown/Civic Center,37.78440067,-122.4147192,Private room,75,1,5,3/1/17,1.83,25,306
Nob Hill Super Bowl Apartment,Downtown/Civic Center,37.78884348,-122.4142996,Entire home/apt,700,1,0,,,1,0
2 Twin beds with a full bath,Downtown/Civic Center,37.78909156,-122.4099337,Private room,125,2,30,3/10/17,1.97,4,45
Four-star hotel (Club Donatello): April 4-6,Downtown/Civic Center,37.78711735,-122.41142,Entire home/apt,229,2,0,,,2,183
DORM ROOM AT BUNKHOUSE 4,Downtown/Civic Center,37.78700489,-122.4081005,Private room,65,1,0,,,69,62
Spacious Bedroom,Downtown/Civic Center,37.78828147,-122.4146098,Private room,90,2,0,,,1,0
Garland at SF Downtown #2,Downtown/Civic Center,37.78652057,-122.4139924,Private room,120,1,0,,,4,0
Charming studio in Lower Nob Hill.,Downtown/Civic Center,37.78555622,-122.4166894,Entire home/apt,300,1,0,,,1,275
Amazing top floor loft with view.,Downtown/Civic Center,37.78133912,-122.4141039,Entire home/apt,65,2,2,3/16/17,0.66,1,2
Inn at the Opera 2 bathroom suite for four (2),Downtown/Civic Center,37.7776135,-122.4218278,Entire home/apt,215,1,8,3/3/17,0.84,8,15
Wyndham Canterbury 1 Bedroom Deluxe (4),Downtown/Civic Center,37.78858803,-122.4137893,Entire home/apt,270,2,5,1/13/17,0.6,14,280
Heart of Town!,Downtown/Civic Center,37.78587708,-122.4201621,Entire home/apt,130,2,2,11/27/16,0.33,1,0
‰_•ü Entire Apt Limpio y alumbrado,Downtown/Civic Center,37.78280617,-122.4097081,Entire home/apt,175,2,55,3/22/17,4.06,1,269
"SF Union Square, unbeatable location! (4)",Downtown/Civic Center,37.78711584,-122.4093537,Entire home/apt,219,1,0,,,6,365
BUNKHOUSE QUEEN B14,Downtown/Civic Center,37.78616595,-122.4084254,Private room,110,1,111,3/17/17,3.4,69,10
BUNKHOUSE QUEEN  C11,Downtown/Civic Center,37.78598398,-122.4077414,Entire home/apt,78,1,27,3/13/17,3.57,69,0
Dorm Room with Hallway Bath E08,Downtown/Civic Center,37.78673971,-122.4092672,Private room,70,1,4,3/11/17,1.97,20,45
Perfect Timeshare/Hotel (Union Sq.),Downtown/Civic Center,37.78777539,-122.4098325,Entire home/apt,175,1,69,9/2/16,1.6,41,0
Dorm Room with Hallway Bath F11,Downtown/Civic Center,37.78520803,-122.4072348,Private room,65,1,12,3/13/17,2.54,20,48
Super central studio on Bush St!,Downtown/Civic Center,37.78907364,-122.4072542,Entire home/apt,365,2,1,1/12/17,0.37,1,90
Downtown apartment with a view(Nob Hill),Downtown/Civic Center,37.78926694,-122.4151827,Entire home/apt,195,2,3,9/26/16,0.43,1,0
1bdrm Wyndham Canterbury*SPECIAL BOOK NOW PRICING!,Downtown/Civic Center,37.78808677,-122.4119585,Entire home/apt,339,3,1,2/18/17,0.68,7,359
BUNKHOUSE QUEEN  C09,Downtown/Civic Center,37.78588525,-122.4095171,Private room,75,1,25,3/25/17,3.49,69,0
"Super Bowl 50 Week, Great Hotel",Downtown/Civic Center,37.77954146,-122.4217785,Private room,460,7,0,,,1,0
#Views from 55th,Downtown/Civic Center,37.77795468,-122.4166923,Entire home/apt,399,1,7,3/30/17,7,1,307
1 Bedroom Apartment in Downtown SF!,Downtown/Civic Center,37.78719972,-122.4175268,Entire home/apt,125,1,0,,,1,0
BUNKHOUSE QUEEN A10,Downtown/Civic Center,37.78540972,-122.408456,Private room,110,1,49,2/21/17,2.69,69,23
Spacious Studio Apartment,Downtown/Civic Center,37.78550537,-122.4151491,Entire home/apt,150,1,4,6/29/16,0.29,1,0
"Private Bathroom and Bath, Room#2 (2 Guests)",Downtown/Civic Center,37.78409204,-122.414566,Private room,120,1,2,1/20/17,0.71,25,365
Beautiful 2/2 Condo w/ Free Parking,Downtown/Civic Center,37.77764664,-122.4218302,Entire home/apt,250,2,1,1/11/16,0.07,1,0
New Modern Studio free Philz coffee,Downtown/Civic Center,37.78257141,-122.4222631,Entire home/apt,128,1,179,3/8/17,4.37,1,19
"SF STUDIO up to 1 BR, slps 2-4!",Downtown/Civic Center,37.78976129,-122.4073353,Entire home/apt,179,1,3,2/16/17,0.24,14,360
Wyndham Canterbury 1 Bedroom Presidential (1),Downtown/Civic Center,37.78794811,-122.4139344,Entire home/apt,360,2,0,,,14,132
"DONATELLO, Union Sq, near Moscone",Downtown/Civic Center,37.78754831,-122.4096229,Private room,209,1,2,10/8/16,0.33,5,7
Dorm Room with Hallway Bath E11,Downtown/Civic Center,37.78536197,-122.4091658,Private room,70,1,1,2/11/17,0.59,20,72
I just want a place near downtown.,Downtown/Civic Center,37.78546638,-122.4064528,Private room,100,1,0,,,1,0
One Master bedroom in luxury apt,Downtown/Civic Center,37.77750569,-122.4190186,Private room,120,2,4,5/27/16,0.22,1,0
BUNKHOUSE QUEEN B17,Downtown/Civic Center,37.78739972,-122.4078356,Private room,89,1,81,3/13/17,3.24,69,17
Charming Studio- LOW monthly rates!,Downtown/Civic Center,37.78535198,-122.4163589,Entire home/apt,207,3,19,2/11/16,0.63,1,0
Central Hotel/TS Studio Un. Sq.,Downtown/Civic Center,37.78896631,-122.4100157,Entire home/apt,180,2,4,10/8/16,0.25,41,0
Downtown Studio near Union Square!,Downtown/Civic Center,37.78763405,-122.4172949,Entire home/apt,79,10,0,,,1,0
Union Square Luxury Suite 301,Downtown/Civic Center,37.78950571,-122.4109902,Entire home/apt,350,3,19,2/17/17,0.59,2,365
Dreamforce 2017 1BR at Worldmark by Wyndam,Downtown/Civic Center,37.78812641,-122.4094267,Entire home/apt,379,2,0,,,1,5
Gorgeous Mid-Market Apartment Home!,Downtown/Civic Center,37.78267687,-122.4139246,Entire home/apt,88,2,10,2/12/17,0.51,1,1
Charming studio in the heart of SF,Downtown/Civic Center,37.78313055,-122.4214402,Entire home/apt,180,1,0,,,1,0
Charming Victorian in Nob Hill,Downtown/Civic Center,37.78863598,-122.4129353,Entire home/apt,998,2,0,,,2,0
Room with Bunk Bed for Three,Downtown/Civic Center,37.78653642,-122.4144042,Private room,110,2,0,,,6,270
Stylish Downtown Studio Near Union Square & FIDI,Downtown/Civic Center,37.78489419,-122.4153814,Entire home/apt,130,2,0,,,1,0
Central Union Sq. Studio Timeshare,Downtown/Civic Center,37.7889403,-122.4108305,Entire home/apt,180,2,1,12/18/15,0.06,41,0
Downtown SF Un. Sq. Hotel/TS Studio,Downtown/Civic Center,37.78721956,-122.4106836,Entire home/apt,190,2,1,9/22/16,0.16,41,0
Large & Bright Downtown Studio,Downtown/Civic Center,37.78693181,-122.4162411,Entire home/apt,165,2,21,3/26/17,1.03,1,116
Unique chill zone.,Downtown/Civic Center,37.78648956,-122.4176855,Entire home/apt,500,1,0,,,1,0
Wyndham Canterbury 2 BR Presidential Reserve (1),Downtown/Civic Center,37.78919515,-122.4134198,Entire home/apt,450,2,1,8/19/16,0.13,14,200
Lower Nob Hill/Tenderloin Studio,Downtown/Civic Center,37.78462248,-122.4156878,Entire home/apt,120,2,27,3/4/17,0.83,1,56
Private and comfortable master bedroom!,Downtown/Civic Center,37.78771127,-122.4110177,Private room,97,1,2,2/15/17,1.03,1,156
Remodeled Penthouse,Downtown/Civic Center,37.78840447,-122.4213679,Private room,99,3,4,3/25/17,2.86,1,326
Downtown SF Hotel/TS Union Square,Downtown/Civic Center,37.78749473,-122.4094851,Entire home/apt,180,2,2,8/24/16,0.1,41,0
2 Bdr 2Ba with amazing views of San Francisco,Downtown/Civic Center,37.7754726,-122.4197822,Entire home/apt,350,1,8,2/9/17,1.86,1,147
Centrally Located 1BR/1BA Apt. Cozy & Bright!,Downtown/Civic Center,37.78523947,-122.4157924,Entire home/apt,249,2,23,3/27/17,2.46,1,356
The Jazz Lounge Studio,Downtown/Civic Center,37.7885693,-122.4153198,Entire home/apt,148,2,27,3/12/17,2.21,1,238
Centrally located historic Cadillac building,Downtown/Civic Center,37.78396012,-122.4200168,Entire home/apt,350,1,5,3/20/17,0.94,1,78
Modern and Luxurious One Bedroom with Views,Downtown/Civic Center,37.77797822,-122.417195,Entire home/apt,300,1,0,,,1,18
Cute central room available in SF!,Downtown/Civic Center,37.78881382,-122.4140359,Private room,289,2,1,9/18/15,0.05,1,0
Super clean studio   lower Nobhill,Downtown/Civic Center,37.78639588,-122.4190274,Entire home/apt,139,1,3,2/3/17,0.83,1,336
New Condo in Hayes Valley,Downtown/Civic Center,37.77506706,-122.4208531,Entire home/apt,199,1,0,,,1,0
BUNKHOUSE QUEEN  C02,Downtown/Civic Center,37.78531494,-122.4076837,Private room,70,1,6,3/12/17,4.29,69,1
Dorm Room with Hallway Bath F12,Downtown/Civic Center,37.78512751,-122.4072658,Private room,65,1,17,3/5/17,3.72,20,49
Private Studio in Heart of Downtown,Downtown/Civic Center,37.78511304,-122.4130467,Entire home/apt,300,1,3,12/4/15,0.14,1,0
Super Bowl Weekend Paradise,Downtown/Civic Center,37.79012684,-122.4087487,Private room,345,1,0,,,1,0
Dorm with Hallway Bath E05,Downtown/Civic Center,37.78663824,-122.4088039,Private room,70,1,2,3/3/17,0.94,20,68
Spacious Union Square/Moscone Center Apt.,Downtown/Civic Center,37.78994463,-122.4075154,Entire home/apt,299,2,105,3/26/17,3.56,2,91
Studio in the Center of SF!,Downtown/Civic Center,37.78283575,-122.4209344,Entire home/apt,285,1,0,,,1,0
Wyndham Canterbury 1 Bedroom Condo with Kitchen,Downtown/Civic Center,37.78806153,-122.4137266,Entire home/apt,599,3,0,,,7,365
Trendy 1BR/1BA close to Union Square,Downtown/Civic Center,37.78778582,-122.4135292,Private room,124,4,3,3/5/17,1.8,1,13
Cozy One Bedroom by Union Square,Downtown/Civic Center,37.78840393,-122.41255,Entire home/apt,999,1,0,,,2,0
1 bedroom hotel suite - includes breakfast!,Downtown/Civic Center,37.77795838,-122.4225122,Entire home/apt,75,3,0,,,1,6
Very comfy rooms w/ creative look,Downtown/Civic Center,37.7849783,-122.4194213,Private room,125,1,0,,,1,365
Single Bed in Music Themed Hotel/Hostel,Downtown/Civic Center,37.78765676,-122.4204701,Shared room,33,3,12,3/18/17,2.55,1,71
Superbowl 50 Presidential Reserve,Downtown/Civic Center,37.78805765,-122.4130956,Entire home/apt,500,6,0,,,1,0
Wyndham Canterbury - 1 Bdrm Presidential Suite,Downtown/Civic Center,37.78862169,-122.4122481,Entire home/apt,250,3,0,,,3,153
1 BR deluxe suite in the heart of San Francisco,Downtown/Civic Center,37.78584804,-122.406846,Entire home/apt,235,3,1,3/1/17,0.91,1,17
Modern Room with Half Bath (19),Downtown/Civic Center,37.78530322,-122.4144736,Private room,75,1,192,3/29/17,7.01,7,349
30 day min  Private Bedroom in Remodeled 3 Bd Unit,Downtown/Civic Center,37.78874424,-122.4136361,Private room,85,2,5,3/15/17,0.7,3,28
Test listing - 4,Downtown/Civic Center,37.77473575,-122.4202042,Entire home/apt,10,1,0,,,1,0
Spacious Studio near Civic Center,Downtown/Civic Center,37.78349638,-122.4141947,Entire home/apt,125,1,0,,,1,0
Studio Apartment,Downtown/Civic Center,37.78341949,-122.4162232,Entire home/apt,120,7,0,,,1,0
Superbly situated one bedroom apt,Downtown/Civic Center,37.77588351,-122.4190246,Entire home/apt,249,5,8,2/4/17,0.68,1,353
Studio at Donatello Hotel near Union Square (1),Downtown/Civic Center,37.78842427,-122.4101595,Entire home/apt,195,1,34,3/24/17,3.07,8,108
Private room near Union Square,Downtown/Civic Center,37.78896029,-122.4161968,Private room,90,1,11,3/28/17,5.69,1,153
DORM ROOM AT BUNKHOUSE 3,Downtown/Civic Center,37.78699105,-122.4096486,Private room,65,1,0,,,69,67
"Startup Basecamp,org The First Startup Hotel (#2)",Downtown/Civic Center,37.78198725,-122.421703,Entire home/apt,69,1,7,7/11/16,0.54,4,359
1 BR apartment near BART station,Downtown/Civic Center,37.77996505,-122.4150067,Entire home/apt,280,1,0,,,1,0
Civic Center / Hayes Valley Studio,Downtown/Civic Center,37.77958692,-122.4213435,Shared room,60,1,4,2/25/16,0.29,1,0
Beautiful 1 bedroom in Hayes Valley,Downtown/Civic Center,37.77421421,-122.4223849,Entire home/apt,130,4,2,12/26/16,0.2,1,0
Central One Bed w/ Character,Downtown/Civic Center,37.78666785,-122.4193078,Entire home/apt,600,1,0,,,1,0
2BR Apt for President's Day Weekend,Downtown/Civic Center,37.78469024,-122.4193093,Entire home/apt,225,1,1,2/9/16,0.07,1,0
BUNKHOUSE BUNK PRIVATE BATH C19,Downtown/Civic Center,37.78603645,-122.4095707,Entire home/apt,150,1,16,3/3/17,2.42,69,14
2 bdrm 4 blocks to union square,Downtown/Civic Center,37.78530018,-122.4169478,Entire home/apt,250,1,1,8/13/15,0.05,1,365
BUNKHOUSE ECONOMY QUEEN HALL BATH C07,Downtown/Civic Center,37.78585522,-122.4082109,Private room,70,1,5,3/17/17,3.33,69,1
1 Bedroom Deluxe at the Canterbury San Francisco,Downtown/Civic Center,37.78953985,-122.4116172,Entire home/apt,265,2,0,,,5,360
Private room in apartment with Scandinavian touch,Downtown/Civic Center,37.78730025,-122.4162366,Private room,125,1,1,3/4/17,1,1,0
"Private Room/Shared Bathrooms, Room#6 (2 Guests)",Downtown/Civic Center,37.78397462,-122.4165935,Private room,100,1,3,2/2/17,1.1,25,365
Wyndham Canterbury ‹Äã Equipped 1BR Condo!,Downtown/Civic Center,37.7892018,-122.4138083,Entire home/apt,195,3,1,3/3/17,1,2,160
SF Valentine week Timeshare Rental,Downtown/Civic Center,37.77971314,-122.4212023,Private room,150,1,0,,,2,60
Beautiful Downtown Studio,Downtown/Civic Center,37.78441818,-122.4166639,Entire home/apt,145,1,6,3/4/17,1.21,2,113
BUNKHOUSE QUEEN B09,Downtown/Civic Center,37.78590065,-122.4096394,Private room,110,1,103,3/14/17,3.09,69,2
Super Bowl Condo,Downtown/Civic Center,37.78809358,-122.4122074,Entire home/apt,150,1,1,2/8/16,0.07,5,0
Inn at the Opera Hotel Room (2),Downtown/Civic Center,37.778003,-122.4216429,Entire home/apt,140,1,26,3/2/17,2.48,8,11
Wyndham Canterbury 1 Bedroom Deluxe (5),Downtown/Civic Center,37.78808065,-122.4123195,Entire home/apt,270,2,4,2/16/17,0.54,14,251
Deluxe 1 br @ Donatello Hotel,Downtown/Civic Center,37.78952532,-122.4109485,Entire home/apt,800,2,0,,,1,0
Private room in the heart of SF,Downtown/Civic Center,37.78488108,-122.4206546,Private room,108,3,3,10/24/15,0.16,1,0
Spacious Room+Bath in Hayes Valley!,Downtown/Civic Center,37.77500202,-122.4207785,Private room,110,3,0,,,1,0
1bdrm Condo Wyndham Canterbury*Near Union Square,Downtown/Civic Center,37.78805706,-122.4136477,Entire home/apt,299,3,0,,,7,364
BUNKHOUSE QUEEN  C04,Downtown/Civic Center,37.78723187,-122.4082861,Private room,70,1,5,3/18/17,4.17,69,2
Inn at the Opera September December 5 - 8 ONLY,Downtown/Civic Center,37.7781354,-122.4215374,Entire home/apt,190,3,1,9/26/16,0.16,1,89
Dorm Room Union Square!!!,Downtown/Civic Center,37.78824896,-122.4078981,Entire home/apt,100,1,0,,,1,0
"Donatello hotel room, Union Square, 2 double beds",Downtown/Civic Center,37.78897267,-122.4092725,Private room,219,1,4,9/22/16,0.12,5,4
Beautiful and Spacious Downtown 1BR,Downtown/Civic Center,37.78777401,-122.4150534,Entire home/apt,165,2,2,2/23/16,0.14,2,0
Double with Shared Bath,Downtown/Civic Center,37.78574568,-122.4146008,Private room,95,2,0,,,6,343
Great Pad for a Couple or Solo Traveler!,Downtown/Civic Center,37.78595295,-122.4146061,Entire home/apt,150,2,1,1/1/17,0.33,1,91
"Startup Basecamp,org The First Startup Hotel (#4)",Downtown/Civic Center,37.78251512,-122.4215014,Entire home/apt,99,1,6,3/5/17,1.15,4,351
Heart of The City - Gated Parking,Downtown/Civic Center,37.78392758,-122.4200112,Entire home/apt,999,1,0,,,1,0
"Private Room/Shared Bathrooms, Room#14 (2 Guests)",Downtown/Civic Center,37.78287865,-122.4148661,Private room,100,1,1,1/13/17,0.37,25,365
BUNKHOUSE QUEEN A19,Downtown/Civic Center,37.78688016,-122.4090014,Private room,110,1,52,2/12/17,2.94,69,24
Studio apartment in the heart of SF,Downtown/Civic Center,37.78682016,-122.4182631,Entire home/apt,96,3,1,3/28/17,1,1,0
BUNKHOUSE QUEEN B04,Downtown/Civic Center,37.78753317,-122.4093616,Entire home/apt,90,1,11,3/13/17,2.26,69,24
Stellar Hotel/Timeshare (Union Sq.),Downtown/Civic Center,37.78846328,-122.4105468,Entire home/apt,180,1,18,9/23/16,0.56,41,0
Downtown Union Sq TS/Hotel Studio,Downtown/Civic Center,37.78846418,-122.4105364,Entire home/apt,180,2,5,10/8/16,0.32,41,0
2 Bedroom Presidential - Canterbury San Francisco,Downtown/Civic Center,37.78846233,-122.4136837,Entire home/apt,395,2,1,1/12/17,0.37,5,90
Lower Nob Hill/Tenderloin  large studio,Downtown/Civic Center,37.78505825,-122.4141144,Entire home/apt,156,2,15,3/21/17,2.25,1,125
Central Cozy Studio with transportation access!,Downtown/Civic Center,37.78557288,-122.4143375,Entire home/apt,150,2,0,,,1,41
Hotel Room in Hotel Donatello,Downtown/Civic Center,37.78703746,-122.4091871,Private room,800,1,0,,,1,0
"Bright, open 1 bedroom apartment by Union Square",Downtown/Civic Center,37.78584304,-122.4134833,Entire home/apt,150,2,1,7/30/16,0.12,1,0
Urban Rainbow: Artsy Downtown Condo,Downtown/Civic Center,37.78775469,-122.4163436,Entire home/apt,200,1,224,10/31/16,2.85,1,2
Entire Fancy Studio In DownTown,Downtown/Civic Center,37.7875007,-122.4158113,Private room,135,1,22,3/26/17,3.16,3,176
Chic San Francisco Apartment,Downtown/Civic Center,37.78756506,-122.4169426,Entire home/apt,175,1,2,5/25/16,0.19,1,0
Modern Studio in ‰ª´ of SF - Hayes Valley,Downtown/Civic Center,37.77603438,-122.4213611,Entire home/apt,150,3,0,,,1,0
"Spacious, Sunny Room in a Nice Apartment",Downtown/Civic Center,37.78179192,-122.4125881,Private room,55,1,1,5/31/16,0.1,1,0
Wyndham Canterbury 3 BR Presidential Reserve (1),Downtown/Civic Center,37.78862053,-122.4119688,Entire home/apt,565,2,3,2/27/17,1.23,14,251
