date,time,brightness,altitude,azimuth,satellite,distance to flare centre,brightness at flare centre,sun altitude,city,country,latitude,longitude,
Mar 22, 04:40:50,-0.7,47°,8° (N),Iridium 80,29 km (W),-7.9,-6°,Kinshasa,Congo,-4.3,15.28,
Mar 24, 17:55:03,-0.2,49°,10° (N),Iridium 70,32 km (W),-8.0,-13°,Kinshasa,Congo,-4.3,15.28,
Mar 25, 03:40:47,0.9,35°,355° (N),Iridium 82,39 km (E),-8.0,-21°,Kinshasa,Congo,-4.3,15.28,
Mar 25, 17:48:57,-1.0,49°,8° (N),Iridium 64,25 km (W),-8.0,-11°,Kinshasa,Congo,-4.3,15.28,
Mar 26, 17:42:52,-5.6,49°,9° (N),Iridium 67,7 km (E),-8.1,-10°,Kinshasa,Congo,-4.3,15.28,
Mar 27, 17:36:48,0.5,50°,10° (N),Iridium 72,40 km (E),-8.1,-8°,Kinshasa,Congo,-4.3,15.28,
Mar 21, 12:31:39,0.5,39°,16° (NNE),Iridium 21,45 km (E),-7.8,-16°,Bangkok,Thailand,13.75,100.5,
Mar 24, 22:29:16,-1.5,38°,5° (N),Iridium 39,24 km (W),-7.7,-13°,Bangkok,Thailand,13.75,100.5,
Mar 25, 12:16:15,0.6,45°,4° (N),Iridium 75,41 km (W),-7.9,-12°,Bangkok,Thailand,13.75,100.5,
Mar 26, 12:10:07,-1.2,46°,3° (N),Iridium 14,23 km (W),-7.9,-11°,Bangkok,Thailand,13.75,100.5,
Mar 26, 22:38:01,0.2,39°,7° (N),Iridium 80,38 km (W),-7.6,-10°,Bangkok,Thailand,13.75,100.5,
Mar 27, 12:04:01,-4.4,47°,3° (N),Iridium 66,8 km (W),-7.9,-9°,Bangkok,Thailand,13.75,100.5,
Mar 20, 22:53:36,0.3,55°,33° (NNE),Iridium 21,41 km (E),-8.3,-11°,Buenos Aires,Argentina,-34.58,-58.37,
Mar 22, 09:24:34,-0.9,49°,9° (N),Iridium 81,26 km (E),-8.0,-8°,Buenos Aires,Argentina,-34.58,-58.37,
Mar 24, 08:58:21,0.3,48°,356° (N),Iridium 39,38 km (E),-8.1,-13°,Buenos Aires,Argentina,-34.58,-58.37,
Mar 24, 22:38:32,-0.3,57°,13° (NNE),Iridium 75,31 km (W),-8.2,-9°,Buenos Aires,Argentina,-34.58,-58.37,
Mar 25, 09:11:33,-4.9,48°,360° (N),Iridium 81,7 km (E),-8.0,-11°,Buenos Aires,Argentina,-34.58,-58.37,
Mar 25, 22:32:29,-3.2,56°,12° (NNE),Iridium 14,12 km (W),-8.2,-8°,Buenos Aires,Argentina,-34.58,-58.37,
Mar 26, 09:09:35,-0.7,47°,355° (N),Iridium 98,29 km (W),-8.0,-11°,Buenos Aires,Argentina,-34.58,-58.37,
Mar 26, 22:26:27,-7.6,56°,11° (N),Iridium 66,4 km (E),-8.2,-7°,Buenos Aires,Argentina,-34.58,-58.37,
Mar 21, 06:15:52,-5.0,38°,2° (N),Iridium 82,13 km (W),-8.1,-15°,Dakar,Senegal,14.67,-17.47,
Mar 22, 20:20:39,0.4,42°,8° (N),Iridium 21,39 km (W),-7.8,-15°,Dakar,Senegal,14.67,-17.47,
Mar 23, 20:14:34,-1.2,42°,11° (NNE),Iridium 70,25 km (E),-7.9,-14°,Dakar,Senegal,14.67,-17.47,
Mar 24, 06:42:50,-1.6,43°,10° (N),Iridium 81,22 km (W),-7.8,-8°,Dakar,Senegal,14.67,-17.47,
Mar 24, 20:08:25,-0.5,44°,10° (N),Iridium 64,31 km (E),-7.9,-12°,Dakar,Senegal,14.67,-17.47,
Mar 27, 05:44:33,0.5,28°,357° (N),Iridium 82,46 km (W),-7.8,-21°,Dakar,Senegal,14.67,-17.47,
Mar 21, 05:47:14,-5.3,48°,20° (NNE),Iridium 41,7 km (W),-7.8,-2°,Paris,France,48.8,2.33,
Mar 21, 19:23:44,-0.3,34°,4° (N),Iridium 21,34 km (E),-7.4,-14°,Paris,France,48.8,2.33,
Mar 24, 05:29:17,-7.2,43°,20° (NNE),Iridium 80,5 km (W),-7.6,-4°,Paris,France,48.8,2.33,
Mar 23, 09:30:13,-0.4,45°,8° (N),Iridium 41,32 km (W),-7.8,-7°,Georgetown,Guyana,6.75,-58.25,
Mar 24, 22:50:31,-2.9,46°,9° (N),Iridium 75,14 km (W),-8.0,-13°,Georgetown,Guyana,6.75,-58.25,
Mar 25, 22:44:24,-5.6,47°,8° (N),Iridium 14,7 km (E),-8.0,-11°,Georgetown,Guyana,6.75,-58.25,
Mar 26, 09:12:20,0.9,39°,11° (N),Iridium 80,46 km (E),-7.6,-11°,Georgetown,Guyana,6.75,-58.25,
Mar 26, 22:38:18,-1.4,48°,8° (N),Iridium 66,23 km (E),-8.0,-10°,Georgetown,Guyana,6.75,-58.25,
Mar 21, 18:09:34,-2.1,34°,4° (N),Iridium 70,20 km (E),-7.4,-14°,Belgrade,Serbia,44.87,20.53,
Mar 22, 04:27:54,-7.6,46°,20° (NNE),Iridium 18,3 km (W),-7.7,-3°,Belgrade,Serbia,44.87,20.53,
Mar 22, 18:03:21,-3.0,36°,3° (N),Iridium 64,15 km (E),-7.5,-13°,Belgrade,Serbia,44.87,20.53,
Mar 23, 17:57:09,-0.6,38°,4° (N),Iridium 67,30 km (E),-7.6,-12°,Belgrade,Serbia,44.87,20.53,
Mar 24, 17:50:59,0.9,40°,4° (N),Iridium 72,47 km (E),-7.7,-11°,Belgrade,Serbia,44.87,20.53,
Mar 27, 03:57:15,-4.1,37°,19° (NNE),Iridium 98,10 km (E),-7.3,-6°,Belgrade,Serbia,44.87,20.53,
Mar 22, 00:28:24,-2.4,46°,16° (NNE),Iridium 75,17 km (W),-8.0,-15°,Guayaquil,Ecuador,-2.17,-79.93,
Mar 23, 00:22:19,-6.7,46°,16° (NNE),Iridium 14,6 km (E),-8.0,-14°,Guayaquil,Ecuador,-2.17,-79.93,
Mar 24, 00:16:14,-1.3,47°,15° (NNE),Iridium 66,24 km (E),-8.0,-13°,Guayaquil,Ecuador,-2.17,-79.93,
Mar 27, 10:35:07,-0.3,40°,1° (N),Iridium 41,34 km (W),-7.7,-13°,Guayaquil,Ecuador,-2.17,-79.93,
Mar 21, 03:14:16,-2.7,37°,19° (NNE),Iridium 82,18 km (W),-8.1,-6°,St. Petersburg,Russia,59.93,30.3,
Mar 21, 04:00:42,-7.7,49°,23° (NNE),Iridium 98,0 km (W),-7.7,-1°,St. Petersburg,Russia,59.93,30.3,
Mar 21, 17:46:28,0.2,33°,3° (N),Iridium 21,39 km (E),-7.3,-12°,St. Petersburg,Russia,59.93,30.3,
Mar 22, 01:47:51,0.3,12°,18° (NNE),Iridium 40,72 km (E),-6.3,-16°,St. Petersburg,Russia,59.93,30.3,
Mar 22, 21:29:42,-1.6,13°,262° (W),Iridium 47,113 km (E),-6.3,-29°,St. Petersburg,Russia,59.93,30.3,
Mar 22, 21:29:14,-1.8,10°,267° (W),Iridium 46,67 km (W),-6.2,-29°,St. Petersburg,Russia,59.93,30.3,
Mar 22, 23:43:01,-2.9,10°,98° (E),Iridium 86,90 km (W),-6.0,-26°,St. Petersburg,Russia,59.93,30.3,
Mar 22, 23:52:18,0.2,12°,98° (E),Iridium 50,218 km (W),-6.1,-26°,St. Petersburg,Russia,59.93,30.3,
Mar 23, 00:37:04,-1.2,19°,110° (ESE),Iridium 90,9 km (W),-7.1,-22°,St. Petersburg,Russia,59.93,30.3,
Mar 23, 00:49:08,-1.8,14°,102° (ESE),Iridium 40,95 km (E),-6.9,-21°,St. Petersburg,Russia,59.93,30.3,
Mar 23, 17:34:04,1.0,37°,3° (N),Iridium 64,48 km (E),-7.5,-10°,St. Petersburg,Russia,59.93,30.3,
Mar 23, 21:05:44,-0.5,15°,265° (W),Iridium 46,186 km (E),-6.6,-28°,St. Petersburg,Russia,59.93,30.3,
Mar 23, 21:40:27,-4.4,10°,266° (W),Iridium 22,36 km (W),-6.1,-29°,St. Petersburg,Russia,59.93,30.3,
Mar 23, 21:42:13,-4.7,10°,267° (W),Iridium 11,34 km (W),-6.1,-29°,St. Petersburg,Russia,59.93,30.3,
Mar 23, 23:36:53,-3.1,10°,98° (E),Iridium 52,68 km (E),-5.9,-26°,St. Petersburg,Russia,59.93,30.3,
Mar 23, 23:46:06,-6.0,12°,99° (E),Iridium 53,28 km (W),-6.1,-26°,St. Petersburg,Russia,59.93,30.3,
Mar 23, 23:55:15,-1.5,14°,102° (ESE),Iridium 84,118 km (W),-6.2,-25°,St. Petersburg,Russia,59.93,30.3,
Mar 24, 01:31:30,-0.5,10°,18° (NNE),Iridium 40,96 km (W),-6.1,-17°,St. Petersburg,Russia,59.93,30.3,
Mar 24, 23:39:52,-0.7,11°,101° (E),Iridium 54,145 km (E),-6.1,-26°,St. Petersburg,Russia,59.93,30.3,
Mar 24, 23:49:03,-4.0,13°,103° (ESE),Iridium 12,43 km (E),-6.2,-25°,St. Petersburg,Russia,59.93,30.3,
Mar 25, 00:07:38,0.8,18°,106° (ESE),Iridium 83,194 km (W),-6.6,-24°,St. Petersburg,Russia,59.93,30.3,
Mar 25, 21:15:55,0.0,14°,268° (W),Iridium 76,183 km (E),-6.3,-27°,St. Petersburg,Russia,59.93,30.3,
Mar 25, 21:30:17,-3.0,11°,272° (W),Iridium 47,78 km (E),-6.1,-28°,St. Petersburg,Russia,59.93,30.3,
Mar 25, 21:39:25,-5.8,10°,273° (W),Iridium 11,23 km (W),-6.0,-28°,St. Petersburg,Russia,59.93,30.3,
Mar 25, 23:42:52,0.7,13°,105° (ESE),Iridium 86,192 km (E),-6.2,-25°,St. Petersburg,Russia,59.93,30.3,
Mar 25, 23:52:12,-2.6,15°,105° (ESE),Iridium 50,62 km (E),-6.3,-25°,St. Petersburg,Russia,59.93,30.3,
Mar 26, 00:01:41,-2.7,18°,107° (ESE),Iridium 56,64 km (W),-6.5,-24°,St. Petersburg,Russia,59.93,30.3,
Mar 26, 20:37:39,0.2,17°,264° (W),Iridium 94,64 km (E),-6.9,-25°,St. Petersburg,Russia,59.93,30.3,
Mar 26, 21:41:07,-2.1,9°,276° (W),Iridium 22,76 km (W),-6.0,-27°,St. Petersburg,Russia,59.93,30.3,
Mar 26, 23:46:00,0.9,14°,107° (ESE),Iridium 53,188 km (E),-6.3,-24°,St. Petersburg,Russia,59.93,30.3,
Mar 26, 23:55:14,-2.0,17°,109° (ESE),Iridium 84,65 km (E),-6.5,-24°,St. Petersburg,Russia,59.93,30.3,
Mar 27, 00:04:32,-2.3,20°,110° (ESE),Iridium 10,61 km (W),-6.7,-23°,St. Petersburg,Russia,59.93,30.3,
Mar 27, 19:11:12,-5.1,13°,358° (N),Iridium 23,9 km (W),-7.2,-19°,St. Petersburg,Russia,59.93,30.3,
Mar 27, 21:04:50,-6.0,11°,278° (W),Iridium 46,124 km (E),-6.2,-26°,St. Petersburg,Russia,59.93,30.3,
Mar 27, 21:32:16,-5.9,10°,278° (W),Iridium 25,5 km (W),-6.0,-27°,St. Petersburg,Russia,59.93,30.3,
Mar 23, 20:01:05,0.4,39°,12° (NNE),Iridium 39,41 km (W),-7.7,-9°,Tokyo,Japan,35.67,139.75,
Mar 24, 09:53:28,-0.4,40°,1° (N),Iridium 62,30 km (W),-7.6,-12°,Tokyo,Japan,35.67,139.75,
Mar 25, 09:47:18,-4.2,42°,2° (N),Iridium 65,9 km (W),-7.7,-11°,Tokyo,Japan,35.67,139.75,
Mar 26, 09:41:09,-0.5,43°,3° (N),Iridium 68,31 km (E),-7.8,-10°,Tokyo,Japan,35.67,139.75,
Mar 27, 19:57:10,0.8,37°,13° (NNE),Iridium 81,47 km (W),-7.5,-8°,Tokyo,Japan,35.67,139.75,
Mar 21, 19:06:46,0.5,33°,360° (N),Iridium 67,41 km (W),-7.3,-14°,Bremen,Germany,53.08,8.82,
Mar 22, 03:18:29,0.5,12°,16° (NNE),Iridium 40,74 km (E),-6.4,-19°,Bremen,Germany,53.08,8.82,
Mar 22, 19:00:33,-0.4,35°,359° (N),Iridium 72,31 km (W),-7.3,-12°,Bremen,Germany,53.08,8.82,
Mar 23, 02:19:22,-0.5,11°,108° (ESE),Iridium 40,118 km (W),-6.8,-26°,Bremen,Germany,53.08,8.82,
Mar 23, 18:54:21,-2.4,37°,360° (N),Iridium 62,17 km (W),-7.4,-11°,Bremen,Germany,53.08,8.82,
Mar 24, 03:02:16,-1.6,9°,16° (NNE),Iridium 40,81 km (W),-6.1,-20°,Bremen,Germany,53.08,8.82,
Mar 24, 05:04:05,-6.9,43°,21° (NNE),Iridium 15,5 km (W),-7.6,-3°,Bremen,Germany,53.08,8.82,
Mar 24, 18:48:09,-4.7,39°,360° (N),Iridium 65,8 km (W),-7.5,-10°,Bremen,Germany,53.08,8.82,
Mar 25, 02:02:14,-0.5,10°,109° (ESE),Iridium 40,198 km (E),-6.6,-27°,Bremen,Germany,53.08,8.82,
Mar 25, 04:57:06,-3.7,41°,22° (NNE),Iridium 80,11 km (E),-7.5,-4°,Bremen,Germany,53.08,8.82,
Mar 25, 18:41:59,-2.5,41°,0° (N),Iridium 68,17 km (E),-7.6,-9°,Bremen,Germany,53.08,8.82,
Mar 26, 04:06:51,0.5,29°,16° (NNE),Iridium 82,44 km (W),-7.7,-11°,Bremen,Germany,53.08,8.82,
Mar 26, 18:35:48,0.2,42°,1° (N),Iridium 75,37 km (E),-7.7,-8°,Bremen,Germany,53.08,8.82,
Mar 27, 18:29:38,0.4,44°,1° (N),Iridium 14,39 km (E),-7.8,-7°,Bremen,Germany,53.08,8.82,
Mar 20, 22:56:24,-7.2,42°,16° (NNE),Iridium 68,4 km (W),-7.9,-17°,Paramaribo,Suriname,5.75,-55.25,
Mar 21, 22:50:20,0.6,42°,18° (NNE),Iridium 75,46 km (E),-7.9,-15°,Paramaribo,Suriname,5.75,-55.25,
Mar 27, 08:56:54,-2.2,39°,5° (N),Iridium 41,19 km (W),-7.6,-12°,Paramaribo,Suriname,5.75,-55.25,
Mar 22, 12:11:54,-1.2,38°,5° (N),Iridium 72,24 km (W),-7.6,-15°,Chongqing,China,29.77,106.57,
Mar 23, 12:05:46,-4.4,40°,6° (N),Iridium 62,10 km (E),-7.7,-14°,Chongqing,China,29.77,106.57,
Mar 24, 11:59:36,-0.1,41°,7° (N),Iridium 65,35 km (E),-7.8,-12°,Chongqing,China,29.77,106.57,
Mar 25, 21:34:04,-3.9,28°,8° (N),Iridium 82,6 km (E),-7.7,-17°,Chongqing,China,29.77,106.57,
Mar 26, 22:13:23,-3.0,38°,13° (NNE),Iridium 81,15 km (W),-7.5,-9°,Chongqing,China,29.77,106.57,
Mar 21, 02:51:42,-3.0,12°,109° (ESE),Iridium 13,2 km (W),-6.8,-26°,Newcastle-on-Tyne,England,54.97,-1.62,
Mar 21, 04:12:43,-6.9,17°,16° (NNE),Iridium 40,5 km (W),-7.0,-17°,Newcastle-on-Tyne,England,54.97,-1.62,
Mar 21, 19:53:02,1.0,32°,359° (N),Iridium 70,48 km (W),-7.2,-14°,Newcastle-on-Tyne,England,54.97,-1.62,
Mar 22, 02:32:51,-6.3,9°,110° (ESE),Iridium 90,150 km (E),-6.5,-28°,Newcastle-on-Tyne,England,54.97,-1.62,
Mar 22, 02:57:31,-0.1,16°,112° (ESE),Iridium 13,87 km (W),-7.1,-25°,Newcastle-on-Tyne,England,54.97,-1.62,
Mar 23, 03:56:39,0.2,14°,16° (NNE),Iridium 40,83 km (W),-6.6,-18°,Newcastle-on-Tyne,England,54.97,-1.62,
Mar 23, 05:51:29,-7.4,45°,22° (NNE),Iridium 81,3 km (E),-7.6,-2°,Newcastle-on-Tyne,England,54.97,-1.62,
Mar 24, 02:57:43,-6.8,13°,108° (ESE),Iridium 40,26 km (E),-6.9,-24°,Newcastle-on-Tyne,England,54.97,-1.62,
Mar 24, 19:34:24,0.8,38°,357° (N),Iridium 72,44 km (W),-7.4,-10°,Newcastle-on-Tyne,England,54.97,-1.62,
Mar 25, 05:19:09,-1.4,36°,19° (NNE),Iridium 39,25 km (W),-7.4,-6°,Newcastle-on-Tyne,England,54.97,-1.62,
Mar 25, 19:28:13,-0.4,40°,358° (N),Iridium 62,30 km (W),-7.5,-9°,Newcastle-on-Tyne,England,54.97,-1.62,
Mar 26, 19:22:02,-1.3,42°,357° (N),Iridium 65,22 km (W),-7.6,-8°,Newcastle-on-Tyne,England,54.97,-1.62,
Mar 27, 01:51:47,-1.2,10°,111° (ESE),Iridium 54,136 km (W),-6.1,-29°,Newcastle-on-Tyne,England,54.97,-1.62,
Mar 27, 02:01:07,0.2,13°,113° (ESE),Iridium 12,205 km (W),-6.3,-28°,Newcastle-on-Tyne,England,54.97,-1.62,
Mar 27, 19:15:52,-7.7,44°,358° (N),Iridium 68,1 km (E),-7.7,-7°,Newcastle-on-Tyne,England,54.97,-1.62,
Mar 21, 18:38:27,-7.3,34°,2° (N),Iridium 64,3 km (E),-7.4,-14°,Prague,Czech Republic,50.08,14.43,
Mar 22, 18:32:14,-3.1,36°,2° (N),Iridium 67,14 km (E),-7.4,-13°,Prague,Czech Republic,50.08,14.43,
Mar 23, 18:26:03,-0.9,38°,2° (N),Iridium 72,27 km (E),-7.5,-11°,Prague,Czech Republic,50.08,14.43,
Mar 24, 18:19:53,0.8,39°,3° (N),Iridium 62,45 km (E),-7.6,-10°,Prague,Czech Republic,50.08,14.43,
Mar 21, 08:56:33,-4.1,56°,26° (NNE),Iridium 21,10 km (W),-8.3,-11°,Sydney,Australia,-34.0,151.0,
Mar 22, 08:50:32,0.7,54°,30° (NNE),Iridium 70,45 km (E),-8.3,-10°,Sydney,Australia,-34.0,151.0,
Mar 22, 19:25:43,-2.1,49°,7° (N),Iridium 81,17 km (E),-8.0,-8°,Sydney,Australia,-34.0,151.0,
Mar 23, 19:21:32,-2.9,48°,4° (N),Iridium 41,14 km (E),-8.0,-9°,Sydney,Australia,-34.0,151.0,
Mar 25, 19:12:42,-7.9,47°,358° (N),Iridium 81,2 km (W),-8.0,-11°,Sydney,Australia,-34.0,151.0,
Mar 27, 18:24:29,-2.3,41°,333° (NNW),Iridium 82,27 km (W),-8.2,-22°,Sydney,Australia,-34.0,151.0,
Mar 21, 02:51:55,-4.2,10°,107° (ESE),Iridium 13,116 km (E),-6.7,-26°,Edinburgh,Scotland,55.92,-3.17,
Mar 21, 02:56:32,0.7,13°,110° (ESE),Iridium 90,82 km (W),-6.8,-26°,Edinburgh,Scotland,55.92,-3.17,
Mar 22, 02:33:10,-0.5,9°,107° (ESE),Iridium 90,260 km (E),-6.4,-27°,Edinburgh,Scotland,55.92,-3.17,
Mar 22, 02:57:43,-5.6,14°,110° (ESE),Iridium 13,26 km (E),-7.0,-25°,Edinburgh,Scotland,55.92,-3.17,
Mar 22, 03:14:50,0.5,13°,105° (ESE),Iridium 40,162 km (W),-6.9,-23°,Edinburgh,Scotland,55.92,-3.17,
Mar 23, 03:03:32,0.2,18°,114° (ESE),Iridium 13,81 km (W),-7.3,-24°,Edinburgh,Scotland,55.92,-3.17,
Mar 23, 03:57:14,-6.3,11°,17° (NNE),Iridium 40,2 km (W),-6.3,-18°,Edinburgh,Scotland,55.92,-3.17,
Mar 23, 05:11:44,-4.3,32°,19° (NNE),Iridium 82,5 km (E),-7.8,-9°,Edinburgh,Scotland,55.92,-3.17,
Mar 24, 02:57:56,-1.2,12°,106° (ESE),Iridium 40,136 km (E),-6.8,-24°,Edinburgh,Scotland,55.92,-3.17,
Mar 25, 01:55:21,0.8,9°,105° (ESE),Iridium 86,202 km (W),-5.9,-29°,Edinburgh,Scotland,55.92,-3.17,
Mar 26, 01:58:21,-1.3,10°,108° (ESE),Iridium 53,137 km (W),-6.0,-28°,Edinburgh,Scotland,55.92,-3.17,
Mar 26, 02:07:36,0.2,13°,110° (ESE),Iridium 84,205 km (W),-6.2,-28°,Edinburgh,Scotland,55.92,-3.17,
Mar 26, 02:34:13,-6.8,17°,117° (ESE),Iridium 90,94 km (E),-7.0,-26°,Edinburgh,Scotland,55.92,-3.17,
Mar 26, 05:38:54,-6.5,40°,22° (NNE),Iridium 81,6 km (W),-7.4,-4°,Edinburgh,Scotland,55.92,-3.17,
Mar 27, 01:52:02,-6.0,9°,110° (ESE),Iridium 54,0 km (W),-6.0,-28°,Edinburgh,Scotland,55.92,-3.17,
Mar 27, 02:01:20,-4.0,12°,112° (ESE),Iridium 12,62 km (W),-6.2,-28°,Edinburgh,Scotland,55.92,-3.17,
Mar 27, 19:25:17,0.2,43°,356° (N),Iridium 21,35 km (W),-7.6,-7°,Edinburgh,Scotland,55.92,-3.17,
Mar 21, 18:55:22,-1.6,35°,2° (N),Iridium 66,21 km (W),-7.4,-14°,Milan,Italy,45.45,9.17,
Mar 22, 05:12:56,-7.0,46°,20° (NNE),Iridium 41,5 km (W),-7.7,-3°,Milan,Italy,45.45,9.17,
Mar 22, 18:49:11,-3.0,36°,3° (N),Iridium 21,15 km (E),-7.5,-13°,Milan,Italy,45.45,9.17,
Mar 25, 04:55:00,-7.4,41°,19° (NNE),Iridium 80,1 km (E),-7.5,-5°,Milan,Italy,45.45,9.17,
Mar 26, 04:04:56,0.6,28°,12° (NNE),Iridium 82,47 km (W),-7.8,-13°,Milan,Italy,45.45,9.17,
Mar 20, 22:52:10,-7.8,48°,13° (NNE),Iridium 41,0 km (W),-7.9,-5°,Singapore,Singapore,1.23,103.92,
Mar 22, 12:12:39,0.5,46°,12° (NNE),Iridium 75,42 km (W),-8.0,-15°,Singapore,Singapore,1.23,103.92,
Mar 23, 12:06:33,-1.9,46°,12° (NNE),Iridium 14,19 km (W),-8.0,-14°,Singapore,Singapore,1.23,103.92,
Mar 24, 12:00:27,-7.9,47°,11° (NNE),Iridium 66,1 km (W),-8.0,-12°,Singapore,Singapore,1.23,103.92,
Mar 24, 23:06:47,-0.1,43°,9° (N),Iridium 18,34 km (W),-7.8,-8°,Rangoon,Myanmar,16.83,96.0,
Mar 26, 12:29:17,0.2,46°,1° (N),Iridium 65,35 km (W),-7.9,-11°,Rangoon,Myanmar,16.83,96.0,
Mar 27, 12:23:10,-3.1,47°,4° (N),Iridium 68,14 km (E),-7.9,-9°,Rangoon,Myanmar,16.83,96.0,
Mar 21, 02:55:56,-1.5,9°,109° (ESE),Iridium 90,56 km (E),-6.5,-28°,Belfast,Northern Ireland,54.62,-5.93,
Mar 21, 20:01:56,1.0,34°,4° (N),Iridium 62,49 km (E),-7.4,-13°,Belfast,Northern Ireland,54.62,-5.93,
Mar 22, 02:57:06,-2.0,10°,109° (ESE),Iridium 13,178 km (E),-6.6,-27°,Belfast,Northern Ireland,54.62,-5.93,
Mar 22, 03:14:18,-2.4,9°,104° (ESE),Iridium 40,42 km (W),-6.5,-25°,Belfast,Northern Ireland,54.62,-5.93,
Mar 22, 05:54:35,-7.6,41°,20° (NNE),Iridium 39,0 km (W),-7.6,-5°,Belfast,Northern Ireland,54.62,-5.93,
Mar 23, 03:02:55,-6.7,13°,113° (ESE),Iridium 13,76 km (E),-6.9,-26°,Belfast,Northern Ireland,54.62,-5.93,
Mar 24, 03:08:46,-1.0,18°,116° (ESE),Iridium 13,41 km (W),-7.3,-25°,Belfast,Northern Ireland,54.62,-5.93,
Mar 24, 19:52:36,0.5,38°,358° (N),Iridium 70,40 km (W),-7.4,-10°,Belfast,Northern Ireland,54.62,-5.93,
Mar 25, 02:57:31,0.9,18°,118° (ESE),Iridium 90,69 km (W),-7.2,-26°,Belfast,Northern Ireland,54.62,-5.93,
Mar 26, 19:40:12,0.7,41°,356° (N),Iridium 67,42 km (W),-7.6,-8°,Belfast,Northern Ireland,54.62,-5.93,
Mar 27, 02:19:22,0.8,13°,114° (ESE),Iridium 83,246 km (W),-6.3,-28°,Belfast,Northern Ireland,54.62,-5.93,
Mar 27, 03:18:15,0.0,21°,116° (ESE),Iridium 40,84 km (W),-7.6,-23°,Belfast,Northern Ireland,54.62,-5.93,
Mar 27, 19:34:02,-0.2,43°,356° (N),Iridium 72,32 km (W),-7.6,-7°,Belfast,Northern Ireland,54.62,-5.93,
Mar 21, 19:21:36,0.2,35°,2° (N),Iridium 21,38 km (W),-7.4,-15°,Barcelona,Spain,41.38,2.15,
Mar 22, 19:15:26,-4.6,36°,4° (N),Iridium 70,9 km (E),-7.5,-14°,Barcelona,Spain,41.38,2.15,
Mar 23, 19:09:13,-6.3,38°,3° (N),Iridium 64,6 km (E),-7.6,-12°,Barcelona,Spain,41.38,2.15,
Mar 24, 19:03:02,-1.4,40°,3° (N),Iridium 67,23 km (E),-7.7,-11°,Barcelona,Spain,41.38,2.15,
Mar 25, 18:56:53,0.6,42°,4° (N),Iridium 72,43 km (E),-7.7,-10°,Barcelona,Spain,41.38,2.15,
Mar 26, 05:16:36,-7.4,39°,18° (NNE),Iridium 18,3 km (W),-7.5,-6°,Barcelona,Spain,41.38,2.15,
Mar 21, 21:51:11,-0.2,49°,11° (N),Iridium 80,31 km (E),-7.9,-7°,Perth,Australia,-31.95,115.87,
Mar 24, 11:05:09,-0.6,56°,15° (NNE),Iridium 70,28 km (W),-8.2,-10°,Perth,Australia,-31.95,115.87,
Mar 25, 10:59:06,-1.5,56°,13° (NNE),Iridium 64,21 km (W),-8.2,-9°,Perth,Australia,-31.95,115.87,
Mar 26, 10:53:03,-5.1,55°,13° (NNE),Iridium 67,7 km (E),-8.2,-8°,Perth,Australia,-31.95,115.87,
Mar 27, 10:47:01,0.2,54°,14° (NNE),Iridium 72,38 km (E),-8.2,-7°,Perth,Australia,-31.95,115.87,
Mar 22, 17:27:20,0.4,35°,0° (N),Iridium 75,39 km (W),-7.4,-14°,Odessa,Ukraine,46.45,30.8,
Mar 23, 17:21:07,0.0,37°,360° (N),Iridium 14,34 km (W),-7.5,-12°,Odessa,Ukraine,46.45,30.8,
Mar 24, 17:14:56,-0.3,39°,359° (N),Iridium 66,31 km (W),-7.5,-11°,Odessa,Ukraine,46.45,30.8,
Mar 25, 17:08:45,-7.5,41°,0° (N),Iridium 21,3 km (E),-7.6,-10°,Odessa,Ukraine,46.45,30.8,
Mar 26, 17:02:36,0.7,42°,2° (N),Iridium 70,44 km (E),-7.7,-9°,Odessa,Ukraine,46.45,30.8,
Mar 27, 16:56:26,0.3,44°,1° (N),Iridium 64,38 km (E),-7.8,-7°,Odessa,Ukraine,46.45,30.8,
Mar 22, 03:01:51,0.9,46°,352° (N),Iridium 82,41 km (E),-8.2,-17°,Johannesburg,South Africa,-26.2,28.07,
Mar 22, 17:06:00,-0.9,54°,19° (NNE),Iridium 75,27 km (W),-8.2,-12°,Johannesburg,South Africa,-26.2,28.07,
Mar 23, 03:39:33,-3.7,48°,4° (N),Iridium 15,11 km (W),-8.0,-8°,Johannesburg,South Africa,-26.2,28.07,
Mar 23, 16:59:57,-5.2,54°,19° (NNE),Iridium 14,7 km (W),-8.2,-11°,Johannesburg,South Africa,-26.2,28.07,
Mar 24, 16:53:54,-4.0,54°,17° (NNE),Iridium 66,11 km (E),-8.2,-10°,Johannesburg,South Africa,-26.2,28.07,
Mar 26, 03:26:34,0.5,45°,355° (N),Iridium 15,41 km (W),-8.0,-11°,Johannesburg,South Africa,-26.2,28.07,
Mar 21, 19:42:38,-3.7,51°,9° (N),Iridium 18,10 km (E),-8.0,-7°,Hobart,Tasmania,-42.87,147.32,
Mar 24, 08:54:06,-1.3,59°,16° (NNE),Iridium 21,23 km (W),-8.3,-8°,Hobart,Tasmania,-42.87,147.32,
Mar 24, 19:29:34,-7.2,50°,0° (N),Iridium 18,4 km (E),-8.1,-10°,Hobart,Tasmania,-42.87,147.32,
Mar 25, 08:48:05,-1.0,58°,20° (NNE),Iridium 70,26 km (E),-8.3,-7°,Hobart,Tasmania,-42.87,147.32,
