date,moisture,light,humidity,temperature,price
15 6 2017,40,36,47,49,34
15 6 2017,83,68,29,54,82
15 6 2017,69,73,57,54,40
15 6 2017,65,73,57,70,94
16 6 2017,45,68,42,78,47
16 6 2017,50,70,48,60,45
16 6 2017,88,63,24,68,79
16 6 2017,91,44,60,64,30
16 6 2017,54,79,26,72,47
17 6 2017,61,68,21,54,94
17 6 2017,79,55,50,73,57
17 6 2017,54,66,27,48,66
17 6 2017,52,50,39,79,45
17 6 2017,83,52,67,63,96
18 6 2017,97,62,39,52,67
18 6 2017,54,54,41,50,36
18 6 2017,46,44,41,43,85
18 6 2017,40,70,47,62,73
18 6 2017,100,56,54,68,67
19 6 2017,68,47,41,73,54
19 6 2017,43,56,64,53,87
19 6 2017,66,72,32,80,99
19 6 2017,45,77,61,55,91
19 6 2017,86,60,35,61,28
20 6 2017,86,59,70,40,15
20 6 2017,56,72,29,68,14
20 6 2017,92,71,33,61,85
20 6 2017,96,68,24,68,95
20 6 2017,64,80,42,69,30
21 6 2017,94,80,40,42,65
21 6 2017,64,53,68,79,92
21 6 2017,53,50,58,62,92
21 6 2017,94,60,21,73,59
21 6 2017,54,56,61,69,37
22 6 2017,71,77,32,65,12
22 6 2017,42,35,56,68,33
22 6 2017,52,49,61,53,36
22 6 2017,93,60,70,49,31
22 6 2017,51,66,35,69,55
23 6 2017,68,73,38,64,17
23 6 2017,72,41,61,62,78
23 6 2017,47,78,49,54,68
23 6 2017,42,69,56,67,36
23 6 2017,95,47,28,59,89
24 6 2017,47,34,22,68,77
24 6 2017,88,62,64,78,21
24 6 2017,48,39,69,59,89
24 6 2017,85,63,67,57,44
24 6 2017,42,53,55,79,45
25 6 2017,82,66,69,50,28
25 6 2017,43,40,33,70,49
25 6 2017,63,53,49,54,48
25 6 2017,99,49,40,75,83
25 6 2017,89,51,57,62,85
26 6 2017,55,54,28,73,36
26 6 2017,89,51,38,65,63
26 6 2017,47,35,50,72,32
26 6 2017,53,44,68,70,72
26 6 2017,97,45,64,47,64
27 6 2017,99,41,26,76,59
27 6 2017,94,65,26,40,82
27 6 2017,80,60,57,67,27
27 6 2017,56,43,54,54,76
27 6 2017,73,46,63,62,22
28 6 2017,61,67,56,49,77
28 6 2017,64,77,29,59,51
28 6 2017,62,51,48,56,55
28 6 2017,95,62,36,63,89
28 6 2017,80,43,37,76,53
29 6 2017,64,67,20,64,31
29 6 2017,57,52,23,49,77
29 6 2017,99,69,27,52,49
29 6 2017,56,65,69,49,20
29 6 2017,63,38,51,67,66
30 6 2017,46,61,59,70,35
30 6 2017,55,52,69,78,70
30 6 2017,42,40,38,69,11
30 6 2017,81,40,61,52,40
30 6 2017,52,71,21,72,68
1 7 2017,64,32,32,48,20
1 7 2017,88,80,21,43,65
1 7 2017,52,76,44,54,47
1 7 2017,79,39,64,48,13
1 7 2017,48,42,56,67,12
2 7 2017,48,32,68,49,94
2 7 2017,88,53,65,67,94
2 7 2017,48,72,52,74,87
2 7 2017,53,49,39,59,29
2 7 2017,64,31,54,66,86
3 7 2017,74,70,55,45,73
3 7 2017,65,66,27,54,28
3 7 2017,91,49,40,66,42
3 7 2017,71,79,54,55,11
3 7 2017,52,59,67,62,18
4 7 2017,43,59,20,50,49
4 7 2017,85,72,62,51,50
4 7 2017,77,65,28,41,86
4 7 2017,66,37,32,52,35
4 7 2017,69,64,53,61,87
5 7 2017,92,32,63,41,10
5 7 2017,95,74,67,49,28
5 7 2017,52,65,52,54,34
5 7 2017,52,65,46,70,66
5 7 2017,85,59,25,48,12
6 7 2017,78,63,30,55,47
6 7 2017,91,65,70,40,21
6 7 2017,87,33,44,62,30
6 7 2017,72,72,62,67,52
6 7 2017,80,57,54,59,32
7 7 2017,93,65,27,50,39
7 7 2017,47,48,67,42,59
7 7 2017,97,34,23,69,27
7 7 2017,64,80,22,76,25
7 7 2017,72,60,42,71,72
8 7 2017,74,56,66,80,70
8 7 2017,100,31,45,52,88
8 7 2017,52,36,61,58,38
8 7 2017,43,44,21,68,92
8 7 2017,74,51,49,70,29
9 7 2017,65,45,42,54,95
9 7 2017,50,31,62,67,45
9 7 2017,72,80,66,49,80
9 7 2017,62,72,35,48,77
9 7 2017,88,62,37,41,54
10 7 2017,40,65,58,77,79
10 7 2017,48,61,50,54,98
10 7 2017,43,60,60,46,58
10 7 2017,43,62,60,40,58
10 7 2017,93,69,26,73,77
11 7 2017,70,70,64,76,30
11 7 2017,64,71,31,48,44
11 7 2017,56,80,26,46,69
11 7 2017,57,66,49,77,55
11 7 2017,49,58,40,71,46
12 7 2017,58,63,30,73,50
12 7 2017,91,48,70,78,58
12 7 2017,57,43,48,47,46
12 7 2017,97,69,51,66,83
12 7 2017,89,38,24,60,73
13 7 2017,78,71,37,66,70
13 7 2017,56,73,38,77,95
13 7 2017,80,30,52,57,95
13 7 2017,56,58,38,79,52
13 7 2017,43,64,34,63,27
14 7 2017,81,58,63,66,29
14 7 2017,70,42,26,65,22
14 7 2017,71,64,30,76,97
14 7 2017,72,31,58,45,67
14 7 2017,72,42,62,49,32
15 7 2017,63,34,69,59,61
15 7 2017,99,71,49,50,86
15 7 2017,82,60,34,48,95
15 7 2017,84,35,37,66,79
15 7 2017,44,70,20,61,66
16 7 2017,98,69,29,50,92
16 7 2017,69,51,69,55,32
16 7 2017,73,39,40,40,47
16 7 2017,90,31,20,49,48
16 7 2017,53,73,21,60,10
17 7 2017,88,40,20,60,38
17 7 2017,72,62,26,44,88
17 7 2017,82,30,58,52,19
17 7 2017,62,57,47,53,43
17 7 2017,74,58,53,74,61
18 7 2017,82,34,32,72,44
18 7 2017,52,53,26,50,41
18 7 2017,86,71,34,45,100
18 7 2017,58,64,37,57,61
18 7 2017,46,61,35,52,43
19 7 2017,49,57,34,58,18
19 7 2017,92,61,67,52,41
19 7 2017,95,68,60,42,57
19 7 2017,74,65,44,65,61
19 7 2017,95,46,67,65,35
20 7 2017,56,57,31,73,38
20 7 2017,59,46,28,70,37
20 7 2017,77,32,50,52,66
20 7 2017,66,47,50,63,13
20 7 2017,40,48,56,77,15
