date,moisture,light,humidity,temperature,price
15 6 2017,84,28,65,50,47
15 6 2017,30,32,59,83,38
15 6 2017,71,62,83,48,71
15 6 2017,85,40,42,83,37
16 6 2017,30,63,64,75,76
16 6 2017,77,67,42,66,30
16 6 2017,56,36,76,48,78
16 6 2017,37,67,77,45,71
16 6 2017,85,45,84,67,74
17 6 2017,41,27,40,54,53
17 6 2017,73,39,63,76,31
17 6 2017,85,53,52,54,56
17 6 2017,44,36,85,74,49
17 6 2017,78,32,75,81,58
18 6 2017,32,61,53,84,68
18 6 2017,64,26,83,64,77
18 6 2017,73,31,54,63,81
18 6 2017,80,73,67,64,50
18 6 2017,65,68,46,71,60
19 6 2017,84,27,57,58,83
19 6 2017,35,45,40,60,68
19 6 2017,69,38,63,54,85
19 6 2017,51,68,59,56,47
19 6 2017,71,62,61,71,60
20 6 2017,69,51,49,74,55
20 6 2017,55,67,53,80,56
20 6 2017,68,50,42,78,41
20 6 2017,77,47,50,60,68
20 6 2017,37,56,64,63,60
21 6 2017,85,73,47,83,39
21 6 2017,34,70,52,75,53
21 6 2017,76,67,55,61,59
21 6 2017,52,52,60,62,76
21 6 2017,34,65,48,75,58
22 6 2017,35,30,68,60,82
22 6 2017,66,40,59,75,79
22 6 2017,36,51,50,65,37
22 6 2017,37,29,43,84,34
22 6 2017,79,44,79,70,63
23 6 2017,71,61,70,64,34
23 6 2017,64,55,58,83,80
23 6 2017,30,56,82,68,38
23 6 2017,78,33,74,78,37
23 6 2017,36,28,45,80,65
24 6 2017,43,43,77,72,50
24 6 2017,77,69,80,68,51
24 6 2017,40,48,41,83,64
24 6 2017,35,51,51,85,57
24 6 2017,45,37,51,45,34
25 6 2017,78,29,65,58,36
25 6 2017,53,37,41,66,43
25 6 2017,57,26,63,61,36
25 6 2017,35,70,50,67,30
25 6 2017,36,44,42,53,39
26 6 2017,30,60,50,68,53
26 6 2017,73,45,61,47,53
26 6 2017,55,66,67,64,33
26 6 2017,57,35,67,81,64
26 6 2017,76,40,41,80,63
27 6 2017,75,29,85,84,46
27 6 2017,49,44,49,73,73
27 6 2017,83,67,82,74,75
27 6 2017,57,31,76,54,70
27 6 2017,54,49,40,67,77
28 6 2017,43,67,50,68,80
28 6 2017,45,37,79,65,77
28 6 2017,85,27,75,65,56
28 6 2017,74,59,69,68,74
28 6 2017,34,68,83,74,46
29 6 2017,74,52,49,62,72
29 6 2017,46,35,75,59,45
29 6 2017,63,44,76,58,72
29 6 2017,72,39,54,46,44
29 6 2017,33,51,42,79,84
30 6 2017,85,58,51,47,57
30 6 2017,83,37,82,85,44
30 6 2017,60,26,77,71,63
30 6 2017,66,43,84,72,49
30 6 2017,45,37,53,59,32
1 7 2017,53,66,63,72,82
1 7 2017,44,30,85,46,85
1 7 2017,56,73,69,64,69
1 7 2017,38,52,82,78,70
1 7 2017,62,28,59,78,64
2 7 2017,66,67,71,71,44
2 7 2017,61,72,63,45,61
2 7 2017,71,71,62,63,62
2 7 2017,37,32,55,64,30
2 7 2017,51,52,52,67,58
3 7 2017,55,60,78,77,31
3 7 2017,62,26,68,77,37
3 7 2017,50,25,54,48,79
3 7 2017,39,74,74,46,80
3 7 2017,58,29,45,45,85
4 7 2017,56,43,56,48,59
4 7 2017,81,51,53,45,80
4 7 2017,59,53,82,56,53
4 7 2017,56,50,81,48,76
4 7 2017,71,67,80,49,35
5 7 2017,33,74,54,48,34
5 7 2017,63,33,74,46,43
5 7 2017,73,54,65,65,77
5 7 2017,41,72,44,52,38
5 7 2017,82,70,79,81,47
6 7 2017,69,67,47,66,69
6 7 2017,45,64,80,64,80
6 7 2017,44,46,61,73,55
6 7 2017,61,65,70,82,39
6 7 2017,63,72,48,81,77
7 7 2017,83,38,80,51,39
7 7 2017,82,57,72,70,50
7 7 2017,56,71,75,74,43
7 7 2017,72,60,80,58,52
7 7 2017,32,70,76,80,30
8 7 2017,76,26,62,83,48
8 7 2017,85,32,83,46,60
8 7 2017,46,34,67,61,66
8 7 2017,78,61,62,66,45
8 7 2017,40,61,62,71,79
9 7 2017,62,44,43,67,35
9 7 2017,47,48,43,67,62
9 7 2017,60,66,70,53,65
9 7 2017,38,63,54,58,85
9 7 2017,31,56,71,74,68
10 7 2017,61,68,75,73,57
10 7 2017,36,75,63,67,55
10 7 2017,76,58,81,50,53
10 7 2017,39,57,72,80,49
10 7 2017,66,28,42,51,39
11 7 2017,62,27,75,77,83
11 7 2017,32,41,49,77,45
11 7 2017,69,63,55,71,56
11 7 2017,76,66,84,62,31
11 7 2017,53,37,64,74,68
12 7 2017,45,54,62,47,80
12 7 2017,82,44,55,84,38
12 7 2017,76,44,76,72,82
12 7 2017,51,65,73,76,52
12 7 2017,42,71,83,63,73
13 7 2017,71,42,46,83,34
13 7 2017,85,49,77,82,60
13 7 2017,61,72,82,53,82
13 7 2017,48,50,68,49,60
13 7 2017,51,66,47,77,30
14 7 2017,82,58,71,77,51
14 7 2017,58,51,43,72,77
14 7 2017,69,64,47,53,43
14 7 2017,49,73,52,76,47
14 7 2017,73,57,73,52,61
15 7 2017,56,38,46,58,30
15 7 2017,38,63,85,73,70
15 7 2017,55,51,51,65,37
15 7 2017,57,38,62,45,79
15 7 2017,59,63,44,55,72
16 7 2017,82,34,58,56,59
16 7 2017,66,73,63,70,52
16 7 2017,62,30,84,83,72
16 7 2017,56,70,78,84,71
16 7 2017,52,28,77,60,66
17 7 2017,50,74,47,71,48
17 7 2017,32,72,41,47,31
17 7 2017,56,42,78,81,35
17 7 2017,42,56,82,62,57
17 7 2017,59,70,52,56,43
18 7 2017,34,61,47,73,79
18 7 2017,58,32,84,79,51
18 7 2017,48,57,41,66,55
18 7 2017,82,66,67,50,40
18 7 2017,85,36,60,85,69
19 7 2017,56,59,49,69,73
19 7 2017,56,46,80,70,30
19 7 2017,85,45,72,73,66
19 7 2017,73,58,82,70,68
19 7 2017,77,58,74,48,77
20 7 2017,72,38,45,58,79
20 7 2017,80,30,41,54,82
20 7 2017,30,52,55,73,42
20 7 2017,49,35,67,46,49
20 7 2017,72,53,43,46,82
